Timestamp,,Seconds,Velocity,Acceleration,Odometer,Latitude,Longitude,Heart Rate,Player Load,Positional Quality (%),HDOP,#Sats,activity,at/df,position
08:29.8,,466.8,0.16,-0.088983707,649.15,35.6725267,139.7182112,0,83.4,55.8,1.4699999,6,scrum,df,fl
08:29.9,,466.9,0.14,-0.01590558,649.15,35.6725267,139.7182113,0,83.4,56.4,1.4699999,6,scrum,df,fl
08:30.0,,467,0.12,0.025735486,649.15,35.6725267,139.7182115,0,83.4,56.4,1.4699999,6,scrum,df,fl
08:30.1,,467.1,0.1,0.032713,649.15,35.6725265,139.7182112,0,83.5,55,1.4699999,6,scrum,df,fl
08:30.2,,467.2,0.09,0.019488687,649.15,35.6725267,139.7182108,0,83.5,53.7,1.4699999,6,scrum,df,fl
08:30.3,,467.3,0.1,0.005675141,649.15,35.6725267,139.7182105,0,83.5,51.9,1.4699999,6,scrum,df,fl
08:30.4,0:07:53,467.4,0.12,0.003117363,649.15,35.6725267,139.7182105,0,83.5,54,1.4699999,6,scrum,df,fl
08:30.5,,467.5,0.12,0.010617652,649.15,35.6725265,139.7182107,0,83.5,54,1.4699999,6,scrum,df,fl
08:30.6,,467.6,0.12,0.020193366,649.15,35.6725265,139.7182105,0,83.5,54,1.4699999,6,scrum,df,fl
08:30.7,,467.7,0.12,0.0253886,649.15,35.6725267,139.7182105,0,83.5,54,1.4699999,6,scrum,df,fl
08:30.8,,467.8,0.11,0.023279961,649.15,35.6725267,139.7182105,0,83.5,54.7,1.4699999,6,scrum,df,fl
08:30.9,,467.9,0.1,0.013454051,649.15,35.6725267,139.7182103,0,83.5,50.5,1.4699999,6,scrum,df,fl
08:31.0,,468,0.09,-0.001785527,649.24,35.6725263,139.7182102,0,83.5,50.5,1.4699999,6,scrum,df,fl
08:31.1,,468.1,0.09,-0.01813109,649.28,35.6725262,139.7182097,0,83.5,50.2,1.4699999,6,scrum,df,fl
08:31.2,,468.2,0.08,-0.032932475,649.32,35.6725265,139.7182095,0,83.5,48.5,1.4699999,6,scrum,df,fl
08:31.3,,468.3,0.08,-0.043505721,649.34,35.6725267,139.7182095,0,83.6,48.8,1.4699999,6,scrum,df,fl
08:31.4,0:07:54,468.4,0.09,-0.044425543,649.39,35.6725265,139.718209,0,83.6,48.3,1.4699999,6,scrum,df,fl
08:31.5,,468.5,0.1,-0.03419356,649.41,35.6725265,139.7182088,0,83.6,49.9,1.4699999,6,scrum,df,fl
08:31.6,,468.6,0.11,-0.016375786,649.41,35.6725267,139.7182092,0,83.6,49.9,1.4699999,6,scrum,df,fl
08:31.7,,468.7,0.12,0.004991385,649.41,35.6725267,139.718209,0,83.6,52.1,1.4699999,6,scrum,df,fl
08:31.8,,468.8,0.12,0.023363302,649.41,35.6725267,139.7182092,0,83.6,51.7,1.4699999,6,scrum,df,fl
08:31.9,,468.9,0.11,0.031598832,649.43,35.6725267,139.7182088,0,83.6,51,1.4699999,6,scrum,df,fl
08:32.0,,469,0.11,0.030771311,649.49,35.6725267,139.7182082,0,83.6,51,1.4699999,6,scrum,df,fl
08:32.1,,469.1,0.14,0.03309872,649.53,35.6725268,139.7182078,0,83.6,51.4,1.4699999,6,scrum,df,fl
08:32.2,,469.2,0.18,0.051608875,649.53,35.6725268,139.7182078,0,83.7,50.7,1.4699999,6,scrum,df,fl
08:32.3,,469.3,0.21,0.085396685,649.54,35.6725267,139.7182077,0,83.7,50.8,1.4699999,6,scrum,df,fl
08:32.4,0:07:55,469.4,0.22,0.121681087,649.59,35.6725268,139.7182072,0,83.7,52.6,1.27,7,,,
08:32.5,,469.5,0.25,0.153477669,649.69,35.6725263,139.7182063,0,83.7,51.9,1.27,7,,,
08:32.6,,469.6,0.31,0.189000443,649.81,35.6725257,139.7182052,0,83.7,49.9,1.27,7,,,
08:32.7,,469.7,0.42,0.248138994,649.94,35.6725248,139.7182042,0,83.7,48.4,1.27,7,,,
08:32.8,,469.8,0.57,0.351843148,650.13,35.6725233,139.7182033,0,83.7,46.5,1.27,7,,,
08:32.9,,469.9,0.74,0.506143093,650.22,35.6725225,139.7182038,0,83.8,34.1,1.27,7,,,
08:33.0,,470,0.88,0.691048324,650.3,35.672522,139.7182043,0,83.8,38.6,1.27,7,,,
08:33.1,,470.1,0.97,0.864002943,650.45,35.6725208,139.7182052,0,83.8,40.3,1.27,7,,,
08:33.2,,470.2,1.01,0.978562891,650.6,35.6725208,139.7182068,0,83.8,42.4,1.27,7,,,
08:33.3,,470.3,1,1.003993869,650.63,35.6725208,139.7182072,0,83.9,45.5,1.27,7,,,
08:33.4,0:07:56,470.4,0.94,0.929421246,650.8,35.6725207,139.718209,0,83.9,45.5,1.27,7,,,
08:33.5,,470.5,0.86,0.76356262,651.07,35.672521,139.718212,0,83.9,48.8,1.27,7,,,
08:33.6,,470.6,0.86,0.552032173,651.4,35.6725218,139.7182155,0,83.9,50.5,1.27,7,,,
08:33.7,,470.7,1.06,0.398118496,651.75,35.6725222,139.7182193,0,84,50.6,1.27,7,,,
08:33.8,,470.8,1.44,0.425175011,652.02,35.6725233,139.718222,0,84,47.7,1.27,7,,,
08:33.9,,470.9,1.84,0.681225359,652.34,35.6725248,139.718225,0,84.1,49.2,1.27,7,,,
08:34.0,,471,2.22,1.104746342,652.71,35.6725255,139.718229,0,84.2,49.8,1.27,7,,,
08:34.1,,471.1,2.58,1.593193889,653.19,35.6725265,139.7182342,0,84.2,44.8,1.27,7,,,
08:34.2,,471.2,2.95,2.07306385,653.64,35.6725275,139.718239,0,84.3,47.5,1.27,7,,,
08:34.3,,471.3,3.31,2.506567001,654.05,35.6725287,139.7182433,0,84.3,46.4,1.27,7,,,
08:34.4,0:07:57,471.4,3.63,2.865616798,654.53,35.6725307,139.718248,0,84.4,42,1.27,7,,,
08:34.5,,471.5,3.9,3.12157917,654.98,35.6725323,139.7182525,0,84.4,43.8,1.27,7,,,
08:34.6,,471.6,4.13,3.255733728,655.48,35.6725338,139.7182577,0,84.5,43.8,1.27,7,,,
08:34.7,,471.7,4.34,3.268340349,656.03,35.6725353,139.7182635,0,84.5,41.4,1.27,7,,,
08:34.8,,471.8,4.52,3.177645683,656.51,35.6725367,139.7182685,0,84.6,41.4,1.27,7,,,
08:34.9,,471.9,4.68,3.010427713,657.11,35.6725387,139.7182747,0,84.6,44.3,1.27,7,,,
08:35.0,,472,4.83,2.79275465,657.67,35.6725405,139.7182805,0,84.7,45.4,1.27,7,,,
08:35.1,,472.1,4.94,2.543316603,658.2,35.6725425,139.7182858,0,84.7,46.4,1.27,7,,,
08:35.2,,472.2,5,2.266555071,658.67,35.672544,139.7182907,0,84.8,46.9,1.27,7,,,
08:35.3,,472.3,5.04,1.962777972,659.36,35.6725463,139.7182977,0,84.9,48.9,1.27,7,,,
08:35.4,0:07:58,472.4,5.1,1.649651527,659.9,35.6725477,139.7183035,0,85,47.4,1.27,7,,,
08:35.5,,472.5,5.16,1.358210325,660.43,35.6725497,139.7183088,0,85,47.6,1.27,7,,,
08:35.6,,472.6,5.22,1.109909534,660.99,35.6725515,139.7183145,0,85.1,39.7,1.4699999,6,,,
08:35.7,,472.7,5.26,0.906612873,661.36,35.6725528,139.7183183,0,85.1,47.1,1.27,7,,,
08:35.8,,472.8,5.26,0.731865585,661.87,35.6725542,139.7183237,0,85.1,44.4,1.27,7,,,
08:35.9,,472.9,5.2,0.557687044,662.26,35.6725552,139.7183278,0,85.3,46.7,1.27,7,,,
08:36.0,,473,5.11,0.360532075,662.79,35.6725563,139.7183335,0,85.3,50,1.6899999,6,,,
08:36.1,,473.1,5.02,0.138308004,663.26,35.6725575,139.7183385,0,85.4,44.1,1.6899999,6,,,
08:36.2,,473.2,4.94,-0.087815493,663.66,35.6725587,139.7183427,0,85.7,37.6,1.6899999,6,,,
08:36.3,,473.3,4.85,-0.294445544,664.06,35.672559,139.718347,0,85.7,42.7,1.6899999,6,,,
08:36.4,0:07:59,473.4,4.74,-0.477559924,664.43,35.6725582,139.718351,0,85.8,40.3,1.6899999,6,,,
08:36.5,,473.5,4.57,-0.653265059,664.72,35.6725573,139.718354,0,85.9,41.5,1.6899999,6,,,
08:36.6,,473.6,4.37,-0.842961609,665.15,35.6725557,139.7183583,0,86,52.4,1.6899999,6,,,
08:36.7,,473.7,4.16,-1.052442193,665.47,35.6725552,139.7183618,0,86.1,54.5,1.6899999,6,,,
08:36.8,,473.8,3.97,-1.265505195,665.75,35.6725543,139.7183647,0,86.2,48.3,1.6899999,6,,,
08:36.9,,473.9,3.77,-1.460852265,666.01,35.6725537,139.7183675,0,86.3,46.1,1.6899999,6,,,
08:37.0,,474,3.58,-1.624657989,666.23,35.6725542,139.7183698,0,86.5,51.4,1.6899999,6,,,
08:37.1,,474.1,3.4,-1.750774503,666.41,35.6725538,139.7183718,0,86.5,50.7,1.6899999,6,,,
08:37.2,,474.2,3.19,-1.84530592,666.68,35.672552,139.7183737,0,86.5,50.5,1.27,7,,,
08:37.3,,474.3,2.95,-1.925940633,666.86,35.6725518,139.7183757,0,86.6,43.9,1.27,7,,,
08:37.4,0:08:00,474.4,2.72,-2.006462336,667.08,35.6725503,139.7183773,0,86.6,41.8,1.27,7,,,
08:37.5,,474.5,2.5,-2.083808899,667.31,35.672549,139.7183793,0,86.7,44,1.27,7,,,
08:37.6,,474.6,2.34,-2.134625196,667.67,35.6725477,139.718383,0,86.7,48.6,1.27,7,,,
08:37.7,,474.7,2.26,-2.118869066,667.93,35.672547,139.7183857,0,86.8,51.1,1.27,7,,,
08:37.8,,474.8,2.25,-2.002679348,668.1,35.6725463,139.7183873,0,86.8,50.8,1.4699999,6,,,
08:37.9,,474.9,2.24,-1.790293574,668.25,35.6725452,139.7183883,0,86.9,52.3,1.27,7,,,
08:38.0,,475,2.2,-1.52515316,668.52,35.6725442,139.718391,0,86.9,57.9,1.27,7,,,
08:38.1,,475.1,2.16,-1.257315755,668.72,35.6725442,139.7183932,0,86.9,60.1,1.27,7,,,
08:38.2,,475.2,2.1,-1.020496607,668.82,35.6725438,139.7183943,0,87,60.2,1.27,7,,,
08:38.3,,475.3,2,-0.839613259,668.96,35.6725433,139.7183957,0,87,62.6,1.27,7,,,
08:38.4,0:08:01,475.4,1.85,-0.739729404,669.08,35.6725427,139.7183967,0,87.1,58.5,1.4699999,6,,,
08:38.5,,475.5,1.66,-0.73481071,669.25,35.6725412,139.7183963,0,87.1,59.5,1.27,7,,,
08:38.6,,475.6,1.48,-0.813652337,669.41,35.67254,139.7183973,0,87.1,53.8,1.27,7,,,
08:38.7,,475.7,1.33,-0.938230455,669.55,35.672539,139.7183983,0,87.1,59.9,1.27,7,,,
08:38.8,,475.8,1.25,-1.054366469,669.69,35.672538,139.7183993,0,87.2,60.5,1.27,7,,,
08:38.9,,475.9,1.23,-1.1101861,669.91,35.6725372,139.7184015,0,87.2,56.4,1.25,8,,,
08:39.0,,476,1.28,-1.07171011,670.1,35.6725367,139.7184035,0,87.2,52.8,1.25,8,,,
08:39.1,,476.1,1.36,-0.930827737,670.28,35.672536,139.7184053,0,87.2,50.2,1.25,8,,,
08:39.2,,476.2,1.46,-0.704887509,670.51,35.672535,139.7184075,0,87.2,58.5,1.25,8,,,
08:39.3,,476.3,1.57,-0.425173074,670.72,35.6725343,139.7184097,0,87.3,52.7,1.27,7,,,
08:39.4,0:08:02,476.4,1.68,-0.125040457,670.92,35.6725338,139.7184118,0,87.3,49.1,1.27,7,,,
08:39.5,,476.5,1.76,0.161378086,671.09,35.6725332,139.7184135,0,87.3,49.9,1.27,7,,,
08:39.6,,476.6,1.82,0.400804818,671.31,35.6725325,139.7184158,0,87.3,52.3,1.25,8,,,
08:39.7,,476.7,1.86,0.570291579,671.49,35.6725322,139.7184177,0,87.4,53.2,1.25,8,,,
08:39.8,,476.8,1.85,0.657600701,671.55,35.6725318,139.7184182,0,87.4,51.1,1.25,8,,,
08:39.9,,476.9,1.78,0.649784923,671.68,35.672531,139.7184192,0,87.4,51.1,1.25,8,,,
08:40.0,,477,1.65,0.536842465,671.76,35.6725307,139.71842,0,87.5,53.4,1.36,7,,,
08:40.1,,477.1,1.5,0.326794207,671.81,35.6725303,139.7184203,0,87.5,56.6,1.25,8,,,
08:40.2,,477.2,1.32,0.0432765,671.85,35.67253,139.7184205,0,87.5,57.5,1.25,8,,,
08:40.3,,477.3,1.12,-0.285381436,671.89,35.6725297,139.7184208,0,87.6,57.9,1.25,8,,,
08:40.4,0:08:03,477.4,0.95,-0.623668015,672.04,35.6725295,139.7184225,0,87.6,58.6,1.25,8,,,
08:40.5,,477.5,0.85,-0.920534611,672.27,35.6725305,139.7184247,0,87.6,57.6,1.25,8,,,
08:40.6,,477.6,0.85,-1.112331748,672.51,35.6725308,139.7184273,0,87.7,55.8,1.27,7,,,
08:40.7,,477.7,0.96,-1.14253962,672.68,35.6725318,139.7184287,0,87.7,58.5,1.27,7,,,
08:40.8,,477.8,1.13,-0.990341544,672.93,35.6725325,139.7184313,0,87.7,59.1,1.25,8,,,
08:40.9,,477.9,1.35,-0.677497983,673.26,35.6725337,139.7184347,0,87.8,54.3,1.27,7,,,
08:41.0,,478,1.65,-0.239816636,673.65,35.6725353,139.7184385,0,87.8,53.9,1.25,8,,,
08:41.1,,478.1,2.01,0.294359952,674.03,35.6725367,139.7184423,0,87.9,54.6,1.25,8,,,
08:41.2,,478.2,2.39,0.893335581,674.45,35.6725392,139.7184458,0,87.9,50.7,1.36,7,,,
08:41.3,,478.3,2.77,1.509303093,674.87,35.6725413,139.7184497,0,87.9,51.1,1.25,8,,,
08:41.4,0:08:04,478.4,3.12,2.084448338,675.25,35.6725438,139.7184525,0,88,49.2,1.25,8,,,
08:41.5,,478.5,3.42,2.563352585,675.69,35.6725458,139.7184567,0,88,45.7,1.25,8,,,
08:41.6,,478.6,3.67,2.904211283,676.09,35.6725482,139.71846,0,88.1,45.5,1.36,7,,,
08:41.7,,478.7,3.86,3.087477922,676.42,35.6725495,139.7184633,0,88.2,50.9,1.25,8,,,
08:41.8,,478.8,4,3.112909317,676.85,35.6725513,139.7184675,0,88.2,48.7,1.25,8,,,
08:41.9,,478.9,4.1,2.993272305,677.23,35.672553,139.7184712,0,88.2,51.1,1.25,8,,,
08:42.0,,479,4.14,2.750730038,677.55,35.6725547,139.718474,0,88.5,44.8,1.25,8,,,
08:42.1,,479.1,4.13,2.407616854,677.87,35.6725563,139.718477,0,88.5,43.5,1.25,8,,,
08:42.2,,479.2,4.06,1.9835186,678.19,35.6725562,139.7184805,0,88.5,50.9,1.25,8,,,
08:42.3,,479.3,3.95,1.50008142,678.44,35.6725552,139.718483,0,88.7,58,1.25,8,,,
08:42.4,0:08:05,479.4,3.79,0.979166448,678.81,35.6725545,139.718487,0,88.7,47.8,1.25,8,,,
08:42.5,,479.5,3.63,0.449136704,679.16,35.6725538,139.7184908,0,88.7,53.8,1.25,8,,,
08:42.6,,479.6,3.54,-0.038958456,679.53,35.672553,139.7184947,0,88.8,48.9,1.25,8,,,
08:42.7,,479.7,3.52,-0.421518415,679.84,35.6725517,139.7184977,0,88.9,50.8,1.25,8,,,
08:42.8,,479.8,3.54,-0.657734752,680.27,35.6725505,139.7185022,0,88.9,51.5,1.25,8,,,
08:42.9,,479.9,3.59,-0.744268954,680.6,35.6725488,139.7185053,0,89,51.3,1.25,8,,,
08:43.0,,480,3.65,-0.704415917,680.9,35.6725478,139.7185083,0,89,55.5,1.25,8,,,
08:43.1,,480.1,3.68,-0.581408799,681.23,35.6725468,139.7185118,0,89,53.8,1.25,8,,,
08:43.2,,480.2,3.67,-0.43202278,681.59,35.6725458,139.7185155,0,89.1,56.7,1.25,8,,,
08:43.3,,480.3,3.62,-0.307766199,681.96,35.672545,139.7185195,0,89.1,59,1.25,8,,,
08:43.4,0:08:06,480.4,3.56,-0.237754434,682.31,35.6725455,139.7185233,0,89.2,57.1,1.25,8,,,
08:43.5,,480.5,3.46,-0.229172513,682.55,35.6725452,139.718526,0,89.2,54,1.25,8,,,
08:43.6,,480.6,3.35,-0.279377759,682.85,35.6725452,139.7185293,0,89.2,56.7,1.25,8,,,
08:43.7,,480.7,3.21,-0.38122198,683.16,35.6725448,139.7185327,0,89.2,61.5,1.25,8,,,
08:43.8,,480.8,3.08,-0.519787788,683.49,35.6725448,139.7185363,0,89.3,58.2,1.25,8,,,
08:43.9,,480.9,2.97,-0.66974932,683.84,35.6725458,139.71854,0,89.4,53.1,1.37,7,,,
08:44.0,,481,2.89,-0.798459589,684.13,35.672546,139.7185432,0,89.4,44.6,1.37,7,,,
08:44.1,,481.1,2.84,-0.880373418,684.33,35.6725465,139.7185453,0,89.4,46.6,1.37,7,,,
08:44.2,,481.2,2.78,-0.910989463,684.62,35.6725467,139.7185485,0,89.4,48.1,1.37,7,,,
08:44.3,,481.3,2.73,-0.900744259,684.94,35.6725472,139.718552,0,89.5,49.5,1.25,8,,,
08:44.4,0:08:07,481.4,2.7,-0.858297467,685.26,35.6725482,139.7185553,0,89.5,53.1,1.25,8,,,
08:44.5,,481.5,2.7,-0.784438193,685.59,35.6725493,139.7185587,0,89.5,54.4,1.25,8,,,
08:44.6,,481.6,2.7,-0.680752039,685.77,35.67255,139.7185605,0,89.6,44.3,1.25,8,,,
08:44.7,,481.7,2.68,-0.564346731,685.89,35.6725505,139.7185617,0,89.6,43.5,1.25,8,,,
08:44.8,,481.8,2.61,-0.468980253,686.16,35.6725515,139.7185643,0,89.6,44.2,1.25,8,,,
08:44.9,,481.9,2.52,-0.420645922,686.43,35.6725527,139.718567,0,89.7,53.1,1.25,8,,,
08:45.0,,482,2.46,-0.415644437,686.69,35.6725537,139.7185695,0,89.7,51.5,1.25,8,,,
08:45.1,,482.1,2.41,-0.430341333,686.94,35.6725547,139.718572,0,89.8,51.7,1.25,8,,,
08:45.2,,482.2,2.36,-0.447690696,687.03,35.6725552,139.7185728,0,89.8,47.4,1.25,8,,,
08:45.3,,482.3,2.26,-0.473904341,687.23,35.6725562,139.7185747,0,89.8,50.3,1.25,8,,,
08:45.4,0:08:08,482.4,2.14,-0.527200997,687.48,35.6725568,139.7185773,0,89.9,55.3,1.25,8,,,
08:45.5,,482.5,2.03,-0.608713448,687.69,35.6725578,139.7185793,0,89.9,53.4,1.25,8,,,
08:45.6,,482.6,1.95,-0.696688235,687.92,35.6725588,139.7185815,0,90,54.5,1.37,7,,,
08:45.7,,482.7,1.87,-0.767668724,688.06,35.6725595,139.7185828,0,90,53.5,1.37,7,,,
08:45.8,,482.8,1.79,-0.814051747,688.2,35.67256,139.7185842,0,90,50.9,1.37,7,,,
08:45.9,,482.9,1.7,-0.844198048,688.32,35.6725607,139.7185853,0,90,49.4,1.4599999,6,,,
08:46.0,,483,1.62,-0.86563313,688.57,35.6725617,139.7185877,0,90,52.3,1.27,7,,,
08:46.1,,483.1,1.59,-0.866976738,688.79,35.6725628,139.7185898,0,90.1,52.3,1.27,7,,,
08:46.2,,483.2,1.62,-0.819734573,689.03,35.6725642,139.7185918,0,90.1,49.5,1.27,7,,,
08:46.3,,483.3,1.71,-0.698499441,689.32,35.6725662,139.7185938,0,90.1,45.2,1.27,7,,,
08:46.4,0:08:09,483.4,1.83,-0.497834504,689.57,35.6725678,139.7185957,0,90.2,39.4,1.4599999,6,,,
08:46.5,,483.5,1.97,-0.234454527,689.78,35.6725692,139.7185973,0,90.2,44,1.27,7,,,
08:46.6,,483.6,2.1,0.058550164,690.05,35.6725712,139.718599,0,90.2,44.9,1.27,7,,,
08:46.7,,483.7,2.22,0.344147235,690.37,35.6725735,139.7186012,0,90.3,39.8,1.27,7,,,
08:46.8,,483.8,2.35,0.59910202,690.69,35.6725762,139.7186025,0,90.4,37.6,1.27,7,,,
08:46.9,,483.9,2.49,0.818363845,691.06,35.6725795,139.7186023,0,90.4,42.1,1.27,7,,,
08:47.0,,484,2.61,0.99997282,691.37,35.6725823,139.7186023,0,90.4,51.4,1.27,7,,,
08:47.1,,484.1,2.73,1.137735844,691.75,35.6725855,139.7186037,0,90.4,53.1,1.27,7,,,
08:47.2,,484.2,2.88,1.237299204,692.19,35.6725893,139.7186052,0,90.5,54.5,1.27,7,,,
08:47.3,,484.3,3.08,1.326099038,692.58,35.6725927,139.7186062,0,90.5,56.7,1.27,7,,,
08:47.4,0:08:10,484.4,3.31,1.433831453,693.03,35.6725963,139.7186085,0,90.6,53.9,1.27,7,,,
08:47.5,,484.5,3.56,1.570788145,693.54,35.6726005,139.7186108,0,90.6,50.7,1.27,7,,,
08:47.6,,484.6,3.81,1.729495049,694,35.6726045,139.7186123,0,90.7,54,1.27,7,,,
08:47.7,,484.7,4.07,1.895783305,694.55,35.6726087,139.7186155,0,90.7,54,1.27,7,,,
08:47.8,,484.8,4.32,2.054264545,695.06,35.6726125,139.7186187,0,90.8,53.7,1.27,7,,,
08:47.9,,484.9,4.54,2.186553001,695.56,35.6726165,139.718621,0,90.9,53.2,1.27,7,,,
08:48.0,,485,4.7,2.265749931,695.99,35.6726202,139.7186227,0,90.9,51.8,1.27,7,,,
08:48.1,,485.1,4.77,2.257686615,696.38,35.6726233,139.7186247,0,90.9,49.7,1.27,7,,,
08:48.2,,485.2,4.76,2.131080389,696.73,35.6726263,139.7186258,0,91.2,50.7,1.27,7,,,
08:48.3,,485.3,4.64,1.864863634,696.96,35.6726282,139.7186268,0,91.3,49.9,1.27,7,,,
08:48.4,0:08:11,485.4,4.44,1.453149915,697.36,35.6726317,139.718628,0,91.3,52.5,1.27,7,contact_support_2,df,fl
08:48.5,,485.5,4.21,0.92114377,697.77,35.6726352,139.7186292,0,91.4,47.5,1.27,7,contact_support_2,df,fl
08:48.6,,485.6,4.01,0.334519476,698.09,35.672638,139.7186302,0,91.4,44.5,1.27,7,contact_support_2,df,fl
08:48.7,,485.7,3.86,-0.224595547,698.47,35.6726413,139.7186312,0,91.5,49,1.25,8,contact_support_2,df,fl
08:48.8,,485.8,3.73,-0.692430973,698.77,35.672644,139.718632,0,91.7,48.1,1.25,8,contact_support_2,df,fl
08:48.9,,485.9,3.63,-1.039060354,699.07,35.6726467,139.7186318,0,91.7,45.4,1.25,8,contact_support_2,df,fl
08:49.0,,486,3.53,-1.264699101,699.43,35.6726498,139.7186327,0,91.7,48.6,1.25,8,contact_support_2,df,fl
08:49.1,,486.1,3.48,-1.378265619,699.91,35.6726538,139.7186348,0,91.8,47.7,1.25,8,contact_support_2,df,fl
08:49.2,,486.2,3.51,-1.373975992,700.33,35.672657,139.7186372,0,91.9,51.2,1.25,8,contact_support_2,df,fl
08:49.3,,486.3,3.59,-1.242478609,700.72,35.67266,139.718635,0,91.9,52.7,1.25,8,contact_support_2,df,fl
08:49.4,0:08:12,486.4,3.68,-1.003179431,701.22,35.6726645,139.718634,0,92,67.3,1.25,8,contact_support_2,df,fl
08:49.5,,486.5,3.8,-0.695364773,701.72,35.672669,139.7186345,0,92,64.8,1.25,8,contact_support_2,df,fl
08:49.6,,486.6,3.96,-0.343516886,702.17,35.6726728,139.718636,0,92.2,50.6,1.25,8,contact_support_2,df,fl
08:49.7,,486.7,4.13,0.033829406,702.56,35.6726762,139.7186373,0,92.4,60.5,1.25,8,contact_support_2,df,fl
08:49.8,,486.8,4.24,0.394359767,702.97,35.6726797,139.7186385,0,92.4,57.8,1.25,8,contact_support_2,df,fl
08:49.9,,486.9,4.28,0.679537892,703.34,35.672683,139.7186395,0,92.5,38.5,1.25,8,contact_support_2,df,fl
08:50.0,,487,4.26,0.842988551,703.61,35.6726853,139.7186402,0,92.5,18.2,1.25,8,contact_support_2,df,fl
08:50.1,,487.1,4.13,0.855000615,703.67,35.6726847,139.71864,0,92.6,2.5,1.25,8,contact_support_2,df,fl
08:50.2,,487.2,3.86,0.684858501,703.7,35.6726848,139.7186398,0,92.7,6.6,1.5,7,contact_support_2,df,fl
08:50.3,,487.3,3.46,0.306299776,703.84,35.672686,139.7186405,0,92.7,39.8,1.25,8,contact_support_2,df,fl
08:50.4,0:08:13,487.4,3.01,-0.266609341,703.95,35.6726862,139.7186417,0,92.7,43.6,1.25,8,contact_support_2,df,fl
08:50.5,,487.5,2.55,-0.966473818,704.08,35.6726858,139.718643,0,92.7,45.9,1.37,7,contact_support_2,df,fl
08:50.6,,487.6,2.11,-1.70095408,704.21,35.6726848,139.7186437,0,92.8,52.7,1.37,7,contact_support_2,df,fl
08:50.7,,487.7,1.7,-2.385953665,704.27,35.6726843,139.7186433,0,92.8,59.6,1.25,8,contact_support_2,df,fl
08:50.8,,487.8,1.33,-2.961566448,704.28,35.6726842,139.7186433,0,92.8,55.9,1.25,8,contact_support_2,df,fl
08:50.9,,487.9,1,-3.392113447,704.33,35.6726838,139.7186435,0,92.8,50.4,1.25,8,contact_support_2,df,fl
08:51.0,,488,0.71,-3.661808252,704.42,35.6726833,139.7186428,0,92.9,48.4,1.25,8,contact_support_2,df,fl
08:51.1,,488.1,0.45,-3.774218082,704.48,35.6726833,139.7186435,0,92.9,49.5,1.25,8,contact_support_2,df,fl
08:51.2,,488.2,0.26,-3.741477251,704.5,35.6726833,139.7186433,0,92.9,54.6,1.25,8,contact_support_2,df,fl
08:51.3,,488.3,0.18,-3.563485384,704.67,35.6726818,139.7186435,0,93,61.8,1.25,8,contact_support_2,df,fl
08:51.4,0:08:14,488.4,0.32,-3.206360102,704.83,35.6726803,139.7186432,0,93.1,59.5,1.25,8,contact_support_2,df,fl
08:51.5,,488.5,0.57,-2.631041765,704.98,35.6726792,139.7186423,0,93.1,53.6,1.25,8,contact_support_2,df,fl
08:51.6,,488.6,0.83,-1.870921969,705.1,35.6726787,139.7186412,0,93.1,54.2,1.25,8,contact_support_2,df,fl
08:51.7,,488.7,1.06,-1.03272891,705.32,35.6726767,139.7186408,0,93.1,51.8,1.25,8,contact_support_2,df,fl
08:51.8,,488.8,1.28,-0.223725677,705.61,35.6726742,139.7186417,0,93.2,45.1,1.25,8,contact_support_2,df,fl
08:51.9,,488.9,1.5,0.491916627,705.78,35.6726727,139.7186423,0,93.2,49.8,1.25,8,contact_support_2,df,fl
08:52.0,,489,1.71,1.085993886,706.03,35.6726705,139.7186417,0,93.2,54.3,1.25,8,contact_support_2,df,fl
08:52.1,,489.1,1.87,1.540022731,706.12,35.6726698,139.7186413,0,93.3,58.8,1.25,8,contact_support_2,df,fl
08:52.2,,489.2,1.95,1.830850244,706.31,35.6726683,139.7186403,0,93.3,52.8,1.25,8,contact_support_2,df,fl
08:52.3,,489.3,1.95,1.935807824,706.41,35.6726675,139.7186398,0,93.3,48.4,1.25,8,contact_support_2,df,fl
08:52.4,0:08:15,489.4,1.87,1.848072052,706.51,35.6726667,139.7186392,0,93.3,50.4,1.25,8,,,
08:52.5,,489.5,1.73,1.582471848,706.56,35.6726665,139.7186388,0,93.3,51.7,1.25,8,,,
08:52.6,,489.6,1.53,1.170481682,706.59,35.6726667,139.7186385,0,93.3,51.7,1.25,8,,,
08:52.7,,489.7,1.29,0.655030489,706.63,35.672667,139.7186382,0,93.3,50.6,1.25,8,,,
08:52.8,,489.8,1.03,0.085423678,706.69,35.6726675,139.7186382,0,93.4,50.3,1.25,8,,,
08:52.9,,489.9,0.78,-0.487445801,706.77,35.6726677,139.7186373,0,93.4,45.5,1.25,8,,,
08:53.0,,490,0.58,-1.008096814,706.88,35.6726675,139.7186362,0,93.4,44.6,1.25,8,,,
08:53.1,,490.1,0.51,-1.406584144,707.01,35.6726672,139.7186348,0,93.4,44.9,1.25,8,,,
08:53.2,,490.2,0.57,-1.608001113,707.17,35.6726673,139.718633,0,93.4,45.8,1.25,8,,,
08:53.3,,490.3,0.7,-1.573047876,707.35,35.6726682,139.7186313,0,93.4,44.7,1.25,8,,,
08:53.4,0:08:16,490.4,0.87,-1.324247479,707.53,35.6726687,139.7186295,0,93.5,46.3,1.25,8,,,
